unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,bridge_highway_name,bridge_highway_segment,closed_date,Processing_time,resolution_description,resolution_action_updated_date,bridge_highway_direction,facility_type,road_ramp,taxi_pick_up_location,vehicle_type,taxi_company_borough
52575534,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11378,59-18 57 STREET,57 STREET,58 DRIVE,FLUSHING AVENUE,58 DRIVE,FLUSHING AVENUE,ADDRESS,MASPETH,57 STREET,Closed,05 QUEENS,4026310033,QUEENS,1008692,200890,MOBILE,Unspecified,QUEENS,40.71803961,-73.91182723,"{'latitude': '40.71803961012145', 'longitude': '-73.91182722636262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14788,54,3,34,62,,,"Sunday, November 21, 2021",18.46666667,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:55:15.000,,,,,,
52576410,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,267 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  145 STREET,WEST  150 STREET,WEST  145 STREET,WEST  150 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,In Progress,09 MANHATTAN,1020530009,MANHATTAN,999992,239728,ONLINE,Unspecified,MANHATTAN,40.82465951,-73.94312087,"{'latitude': '40.82465950714792', 'longitude': '-73.94312087132822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,36,19,,,,,,,,,,,,
52573936,"Sunday, November 21, 2021",DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10024,100 WEST   86 STREET,WEST   86 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   86 STREET,In Progress,07 MANHATTAN,1012160033,MANHATTAN,991836,225879,MOBILE,Unspecified,MANHATTAN,40.78665859,-73.97260585,"{'latitude': '40.786658590808194', 'longitude': '-73.97260584586374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421,20,4,19,12,,,,,,,,,,,,
52577291,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10002,COLEMAN PLAYGROUND,COLEMAN PLAYGROUND,MONROE STREET,CHERRY STREET,MONROE STREET,CHERRY STREET,UNRECOGNIZED,NEW YORK,COLEMAN PLAYGROUND,In Progress,03 MANHATTAN,1002540001,MANHATTAN,986039,198402,ONLINE,Coleman Playground,MANHATTAN,40.71124423,-73.99354697,"{'latitude': '40.71124422780536', 'longitude': '-73.9935469689718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723,70,4,32,2,,,,,,,,,,,,
52577267,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10454,CONCORD AVENUE,CONCORD AVENUE,CONCORD AVENUE,EAST  141 STREET,CONCORD AVENUE,EAST  141 STREET,INTERSECTION,,,In Progress,01 BRONX,,BRONX,1008949,233192,PHONE,Unspecified,BRONX,40.80669952,-73.91078143,"{'latitude': '40.80669952173817', 'longitude': '-73.9107814338872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10932,49,5,35,23,,,,,,,,,,,,
52580491,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10460,1817 WEST FARMS ROAD,WEST FARMS ROAD,EAST  174 STREET,CROSS BRONX EXPWY ET    4 A EB,EAST  174 STREET,CROSS BRONX EXPWY ET    4 A EB,ADDRESS,BRONX,WEST FARMS ROAD,In Progress,03 BRONX,2030150062,BRONX,1016863,244115,ONLINE,Unspecified,BRONX,40.83665437,-73.88214116,"{'latitude': '40.836654373284134', 'longitude': '-73.88214115763647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,34,5,43,25,,,,,,,,,,,,
52577552,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,SICKLES STREET,SICKLES STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,BLOCKFACE,,,Closed,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,"Sunday, November 21, 2021",1.133333336,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T01:36:32.000,,,,,,
52575268,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,30-35 41 STREET,41 STREET,30 AVENUE,NEWTOWN ROAD,30 AVENUE,NEWTOWN ROAD,ADDRESS,ASTORIA,41 STREET,In Progress,01 QUEENS,4006830015,QUEENS,1007865,217203,MOBILE,Unspecified,QUEENS,40.76281696,-73.9147533,"{'latitude': '40.76281696373604', 'longitude': '-73.91475329915083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16860,39,3,4,72,,,,,,,,,,,,
52574068,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,99 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,Closed,02 BROOKLYN,3020410001,BROOKLYN,990897,192214,PHONE,Unspecified,BROOKLYN,40.6942573,-73.97602998,"{'latitude': '40.69425730450931', 'longitude': '-73.97602997793548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,48,55,,,"Sunday, November 21, 2021",12.48333334,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:47:27.000,,,,,,
52580765,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,491 GERARD AVENUE,GERARD AVENUE,EAST  146 STREET,EAST  149 STREET,EAST  146 STREET,EAST  149 STREET,ADDRESS,BRONX,GERARD AVENUE,In Progress,01 BRONX,2023517501,BRONX,1003749,237382,ONLINE,Unspecified,BRONX,40.81821291,-73.92955287,"{'latitude': '40.81821290737856', 'longitude': '-73.9295528691817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,49,5,35,23,,,,,,,,,,,,
52579574,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,176 ELDRIDGE STREET,ELDRIDGE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,03 MANHATTAN,1004150012,MANHATTAN,986921,202035,ONLINE,Unspecified,MANHATTAN,40.72121572,-73.9903641,"{'latitude': '40.72121572034141', 'longitude': '-73.99036410021381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723,70,4,32,2,,,"Sunday, November 21, 2021",6.583333332,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:41:22.000,,,,,,
52572673,"Sunday, November 21, 2021",NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,In Progress,Unspecified MANHATTAN,,MANHATTAN,1000645,235928,MOBILE,Unspecified,MANHATTAN,40.81422839,-73.94077073,"{'latitude': '40.814228392008346', 'longitude': '-73.94077073059458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13095,18,4,36,20,2,Platform,,,,,2 3 Uptown & The Bronx,,,,,
52580757,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,111 AVENUE A,AVENUE A,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,ADDRESS,NEW YORK,AVENUE A,Closed,03 MANHATTAN,1004350037,MANHATTAN,988830,203833,ONLINE,Unspecified,MANHATTAN,40.72615001,-73.98347597,"{'latitude': '40.72615001233742', 'longitude': '-73.98347596822626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5,,,"Sunday, November 21, 2021",11.3,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:45:37.000,,,,,,
52572991,"Sunday, November 21, 2021",DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10032,245 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,NEW YORK,FT WASHINGTON AVENUE,In Progress,12 MANHATTAN,1021390152,MANHATTAN,1000365,246522,ONLINE,Unspecified,MANHATTAN,40.8433064,-73.94175682,"{'latitude': '40.84330640134173', 'longitude': '-73.94175682294616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090,47,4,39,21,,,,,,,,,,,,
52578369,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11423,202-15 HILLSIDE AVENUE,HILLSIDE AVENUE,202 STREET,204 STREET,202 STREET,204 STREET,ADDRESS,HOLLIS,HILLSIDE AVENUE,In Progress,08 QUEENS,4105330001,QUEENS,1050265,201704,ONLINE,Unspecified,QUEENS,40.7200613,-73.76184811,"{'latitude': '40.7200612991121', 'longitude': '-73.76184811366676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24332,25,3,16,65,,,,,,,,,,,,
52575938,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1504 EAST   45 STREET,EAST   45 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   45 STREET,In Progress,18 BROOKLYN,3078240069,BROOKLYN,1003055,166547,PHONE,Unspecified,BROOKLYN,40.62378958,-73.9322581,"{'latitude': '40.62378957735721', 'longitude': '-73.93225810116829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13825,5,2,26,38,,,,,,,,,,,,
52578595,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,2 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,JOHNSON AVENUE,INGRAHAM STREET,JOHNSON AVENUE,INGRAHAM STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,In Progress,01 BROOKLYN,3029910005,BROOKLYN,1003105,197113,ONLINE,Unspecified,BROOKLYN,40.70768632,-73.9319925,"{'latitude': '40.70768631977896', 'longitude': '-73.93199249970203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,36,2,30,56,,,,,,,,,,,,
52576089,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,FRONT STREET,FRONT STREET,FRONT STREET,HUDSON AVENUE,FRONT STREET,HUDSON AVENUE,INTERSECTION,,,Closed,02 BROOKLYN,,BROOKLYN,989470,195119,ONLINE,Unspecified,BROOKLYN,40.70223181,-73.98117369,"{'latitude': '40.702231809032455', 'longitude': '-73.98117369011425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865,68,2,38,54,,,"Sunday, November 21, 2021",5.316666663,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:38:44.000,,,,,,
52578411,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11207,81 ARLINGTON AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,ARLINGTON AVENUE,In Progress,05 BROOKLYN,3039180030,BROOKLYN,1014274,186966,MOBILE,Unspecified,BROOKLYN,40.67980433,-73.89175265,"{'latitude': '40.67980432542783', 'longitude': '-73.8917526486151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,45,2,37,47,,,,,,,,,,,,
52574342,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,439 NEWPORT STREET,NEWPORT STREET,SNEDIKER AVENUE,HINSDALE STREET,SNEDIKER AVENUE,HINSDALE STREET,ADDRESS,BROOKLYN,NEWPORT STREET,In Progress,05 BROOKLYN,3038340142,BROOKLYN,1012425,180086,MOBILE,Unspecified,BROOKLYN,40.66092635,-73.89844771,"{'latitude': '40.66092635496717', 'longitude': '-73.89844771100411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,45,2,25,47,,,,,,,,,,,,
52577282,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,312 GRAND STREET,GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,GRAND STREET,In Progress,01 BROOKLYN,3023950016,BROOKLYN,996135,198994,ONLINE,Unspecified,BROOKLYN,40.71286133,-73.95712905,"{'latitude': '40.71286132514765', 'longitude': '-73.95712904559723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,,,,,,,,,,,,
52577500,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,35 NEPTUNE AVENUE,NEPTUNE AVENUE,EAST   14 STREET,CASS PLACE,EAST   14 STREET,CASS PLACE,ADDRESS,BROOKLYN,NEPTUNE AVENUE,In Progress,15 BROOKLYN,3087650046,BROOKLYN,996409,151575,ONLINE,Unspecified,BROOKLYN,40.5827061,-73.95622616,"{'latitude': '40.582706104444256', 'longitude': '-73.95622616248556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13826,32,2,15,36,,,,,,,,,,,,
52573782,"Sunday, November 21, 2021",NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,33-49 103 STREET,103 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,103 STREET,In Progress,03 QUEENS,4017180052,QUEENS,1021512,215002,MOBILE,Unspecified,QUEENS,40.7567288,-73.86550188,"{'latitude': '40.75672880455406', 'longitude': '-73.86550188495947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,65,3,21,73,,,,,,,,,,,,
52576269,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,146-04 45 AVENUE,45 AVENUE,BURLING STREET,PARSONS BOULEVARD,BURLING STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,45 AVENUE,In Progress,07 QUEENS,4052050003,QUEENS,1035024,214362,PHONE,Unspecified,QUEENS,40.7549049,-73.81673494,"{'latitude': '40.75490490293103', 'longitude': '-73.81673494156176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,,,,,,,,,,,,
52575477,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1682 NOSTRAND AVENUE,NOSTRAND AVENUE,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,NOSTRAND AVENUE,In Progress,17 BROOKLYN,3051730012,BROOKLYN,998417,174235,ONLINE,Unspecified,BROOKLYN,40.64490013,-73.94894958,"{'latitude': '40.644900131870536', 'longitude': '-73.94894958372132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13510,61,2,26,40,,,,,,,,,,,,
52579412,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11237,1329 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,In Progress,04 BROOKLYN,3032000035,BROOKLYN,1006136,196510,ONLINE,Unspecified,BROOKLYN,40.70602425,-73.92106205,"{'latitude': '40.706024249798475', 'longitude': '-73.92106204757528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,30,53,,,,,,,,,,,,
52580729,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11432,175-39 DALNY ROAD,DALNY ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,HIGHLAND AVENUE,DEVONSHIRE ROAD,ADDRESS,JAMAICA,DALNY ROAD,In Progress,08 QUEENS,4098840001,QUEENS,1043158,199445,MOBILE,Unspecified,QUEENS,40.71391108,-73.78750658,"{'latitude': '40.713911083213944', 'longitude': '-73.7875065770043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24340,25,3,24,65,,,,,,,,,,,,
52579567,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10001,777 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   26 STREET,WEST   27 STREET,WEST   26 STREET,WEST   27 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,05 MANHATTAN,1008020036,MANHATTAN,986654,210681,ONLINE,Unspecified,MANHATTAN,40.74494694,-73.99132424,"{'latitude': '40.744946941657', 'longitude': '-73.9913242401921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11722,11,4,10,7,,,"Sunday, November 21, 2021",19.56666667,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-11-21T01:51:34.000,,,,,,
52574333,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,401 EAST  102 STREET,EAST  102 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,11 MANHATTAN,1016960001,MANHATTAN,1000425,225980,ONLINE,Unspecified,MANHATTAN,40.78692426,-73.94158948,"{'latitude': '40.78692426272979', 'longitude': '-73.94158947576358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,35,14,,,"Sunday, November 21, 2021",26.7,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:58:29.000,,,,,,
52573139,"Sunday, November 21, 2021",DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10301,5 HEWITT AVENUE,HEWITT AVENUE,MILFORD DRIVE,MICHAEL LOOP,MILFORD DRIVE,MICHAEL LOOP,ADDRESS,STATEN ISLAND,HEWITT AVENUE,In Progress,02 STATEN ISLAND,5008360056,STATEN ISLAND,956530,161460,ONLINE,Unspecified,STATEN ISLAND,40.60980342,-74.0998358,"{'latitude': '40.60980341688829', 'longitude': '-74.09983580153478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10369,30,1,14,76,,,,,The Department of Sanitation collected the requested items.,2021-11-21T01:29:40.000,,,,,,
52572867,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,1433 45 STREET,45 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,45 STREET,In Progress,12 BROOKLYN,3056120066,BROOKLYN,987930,170785,PHONE,Unspecified,BROOKLYN,40.63544119,-73.9867411,"{'latitude': '40.6354411869925', 'longitude': '-73.98674109598072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17621,2,2,18,39,,,,,,,,,,,,
52576393,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,74 ARLINGTON AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,ARLINGTON AVENUE,In Progress,05 BROOKLYN,3039330016,BROOKLYN,1014211,186947,MOBILE,Unspecified,BROOKLYN,40.67975239,-73.89197987,"{'latitude': '40.679752388235904', 'longitude': '-73.89197987058503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,45,2,37,47,,,,,,,,,,,,
52580716,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10461,1560 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,EASTCHESTER ROAD,STILLWELL AVENUE,EASTCHESTER ROAD,STILLWELL AVENUE,ADDRESS,BRONX,PELHAM PARKWAY SOUTH,In Progress,11 BRONX,2042220046,BRONX,1028224,251437,MOBILE,Unspecified,BRONX,40.85670181,-73.84103615,"{'latitude': '40.856701812586515', 'longitude': '-73.8410361450164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,59,5,12,32,,,,,,,,,,,,
52579706,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,651 WEST  188 STREET,WEST  188 STREET,WADSWORTH AVENUE,WADSWORTH TERRACE,WADSWORTH AVENUE,WADSWORTH TERRACE,ADDRESS,NEW YORK,WEST  188 STREET,Closed,12 MANHATTAN,1021700307,MANHATTAN,1003083,250522,ONLINE,Unspecified,MANHATTAN,40.85427984,-73.93192214,"{'latitude': '40.85427983830552', 'longitude': '-73.93192213754392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22,,,"Sunday, November 21, 2021",4.983333335,The Police Department reviewed your complaint and provided additional information below.,2021-11-21T01:35:52.000,,,,,,
52579688,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,162-15 LABURNUM AVENUE,LABURNUM AVENUE,162 STREET,163 STREET,162 STREET,163 STREET,ADDRESS,FLUSHING,LABURNUM AVENUE,Closed,07 QUEENS,4054610063,QUEENS,1038295,213175,ONLINE,Unspecified,QUEENS,40.75162751,-73.80493808,"{'latitude': '40.75162750871943', 'longitude': '-73.8049380834096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14193,22,3,3,67,,,"Sunday, November 21, 2021",7.400000001,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T01:38:04.000,,,,,,
52579093,"Sunday, November 21, 2021",DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Subway,,,,,,,,,,,In Progress,Unspecified BROOKLYN,,BROOKLYN,1000574,194405,MOBILE,Unspecified,BROOKLYN,40.70025853,-73.94112804,"{'latitude': '40.70025852947234', 'longitude': '-73.9411280446348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,69,2,49,52,J,Mezzanine,,,,,,,,,,
52580839,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,63 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  120 STREET,WEST  121 STREET,WEST  120 STREET,WEST  121 STREET,ADDRESS,NEW YORK,MORNINGSIDE AVENUE,Closed,10 MANHATTAN,1019470064,MANHATTAN,996392,233816,ONLINE,Unspecified,MANHATTAN,40.80843841,-73.95613912,"{'latitude': '40.808438409173654', 'longitude': '-73.95613911536594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424,18,4,36,18,,,"Sunday, November 21, 2021",29.96666666,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-11-21T02:00:19.000,,,,,,
52576423,"Sunday, November 21, 2021",NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,79-02 31 AVENUE,31 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,EAST ELMHURST,31 AVENUE,In Progress,03 QUEENS,4011500001,QUEENS,1015093,215801,MOBILE,Unspecified,QUEENS,40.75894658,-73.88866773,"{'latitude': '40.758946575366664', 'longitude': '-73.88866773198924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14781,65,3,5,73,,,,,,,,,,,,
52576293,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670011,-73.85553922,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11275,29,5,40,30,,,"Sunday, November 21, 2021",30.04999999,The Police Department responded to the complaint and took action to fix the condition.,2021-11-21T01:59:58.000,,,,,,
52580571,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,228 94 STREET,94 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,94 STREET,Closed,10 BROOKLYN,3061130015,BROOKLYN,974645,164523,ONLINE,Unspecified,BROOKLYN,40.61824887,-74.03459755,"{'latitude': '40.61824887107411', 'longitude': '-74.03459754751961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,,,"Sunday, November 21, 2021",22.16666666,The Police Department responded to the complaint and determined that police action was not necessary.,2021-11-21T01:51:49.000,,,,,,
52576296,"Sunday, November 21, 2021",NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,1714 WEST    5 STREET,WEST    5 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    5 STREET,In Progress,11 BROOKLYN,3066510012,BROOKLYN,990296,159929,ONLINE,Unspecified,BROOKLYN,40.60564243,-73.97822621,"{'latitude': '40.60564243082645', 'longitude': '-73.9782262080865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18183,1,2,18,37,,,,,,,,,,,,
52576805,"Sunday, November 21, 2021",NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,Unspecified MANHATTAN,,MANHATTAN,989422,215678,MOBILE,Unspecified,MANHATTAN,40.75866126,-73.981331,"{'latitude': '40.75866125624938', 'longitude': '-73.98133100304791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12082,11,4,51,10,F,Platform,"Sunday, November 21, 2021",30.7,The Police Department visited the location and no Encampment was found.,2021-11-21T02:00:00.000,B D F M Downtown & Brooklyn,,,,,
